"","Year","Month","PAR"
"3047","2047",11,422.2
"3048","2047",12,348.04
"3049","2048",1,378.99
"3050","2048",2,442.38
"3051","2048",3,515.87
"3052","2048",4,626.78
"3053","2048",5,691.89
"3054","2048",6,713.47
"3055","2048",7,683.57
"3056","2048",8,700.55
"3057","2048",9,655.3
"3058","2048",10,556.71
"3059","2048",11,355.65
"3060","2048",12,370.18
"3061","2049",1,375.84
"3062","2049",2,450
"3063","2049",3,542.34
"3064","2049",4,616.81
"3065","2049",5,739.76
"3066","2049",6,749.15
"3067","2049",7,734.03
"3068","2049",8,732.93
"3069","2049",9,645.26
"3070","2049",10,559.52
"3071","2049",11,340.85
"3072","2049",12,234.89
"3073","2050",1,359.7
"3074","2050",2,470.49
"3075","2050",3,526.4
"3076","2050",4,626.14
"3077","2050",5,688.65
"3078","2050",6,758.7
"3079","2050",7,737.74
"3080","2050",8,698.32
"3081","2050",9,674.11
"3082","2050",10,550.19
"3083","2050",11,331.08
"3084","2050",12,339.52
"3085","2051",1,335.8
"3086","2051",2,554.54
"3087","2051",3,527.57
"3088","2051",4,580.85
"3089","2051",5,740.39
"3090","2051",6,776.94
"3091","2051",7,705.59
"3092","2051",8,691.68
"3093","2051",9,596.56
"3094","2051",10,542.39
"3095","2051",11,266.14
"3096","2051",12,334.44
"3097","2052",1,296.94
"3098","2052",2,459.15
"3099","2052",3,463.54
"3100","2052",4,635.78
"3101","2052",5,662.16
"3102","2052",6,730.43
"3103","2052",7,753.65
"3104","2052",8,670.76
"3105","2052",9,631.08
"3106","2052",10,479.51
"3107","2052",11,283.28
"3108","2052",12,375.64
"3109","2053",1,399.88
"3110","2053",2,413.8
"3111","2053",3,484.56
"3112","2053",4,574.6
"3113","2053",5,736.35
"3114","2053",6,758.65
"3115","2053",7,770.58
"3116","2053",8,721.36
"3117","2053",9,668.56
"3118","2053",10,579.08
"3119","2053",11,314.83
"3120","2053",12,338.3
"3121","2054",1,317.81
"3122","2054",2,471.26
"3123","2054",3,540.85
"3124","2054",4,628.2
"3125","2054",5,687.34
"3126","2054",6,778.31
"3127","2054",7,753.01
"3128","2054",8,636.35
"3129","2054",9,653.69
"3130","2054",10,463.9
"3131","2054",11,322.04
"3132","2054",12,325.48
"3133","2055",1,324.66
"3134","2055",2,455.43
"3135","2055",3,590.26
"3136","2055",4,617.82
"3137","2055",5,723.08
"3138","2055",6,760.66
"3139","2055",7,754.85
"3140","2055",8,711.64
"3141","2055",9,605.63
"3142","2055",10,567.82
"3143","2055",11,287.92
"3144","2055",12,236.58
"3145","2056",1,385.43
"3146","2056",2,473.61
"3147","2056",3,550.41
"3148","2056",4,642.88
"3149","2056",5,671.15
"3150","2056",6,754.29
"3151","2056",7,745.16
"3152","2056",8,695.69
"3153","2056",9,660.57
"3154","2056",10,552.01
"3155","2056",11,380.67
"3156","2056",12,341.8
"3157","2057",1,290.04
"3158","2057",2,407.32
"3159","2057",3,564.53
"3160","2057",4,643.54
"3161","2057",5,666.39
"3162","2057",6,731.34
"3163","2057",7,707.98
"3164","2057",8,623.38
"3165","2057",9,589.6
"3166","2057",10,560.29
"3167","2057",11,394.53
"3168","2057",12,278.93
"3169","2058",1,301.87
"3170","2058",2,460.05
"3171","2058",3,564.38
"3172","2058",4,633.36
"3173","2058",5,723.98
"3174","2058",6,707.34
"3175","2058",7,723.74
"3176","2058",8,712.52
"3177","2058",9,669
"3178","2058",10,528.54
"3179","2058",11,289.51
"3180","2058",12,283.47
"3181","2059",1,279.46
"3182","2059",2,312.23
"3183","2059",3,519.84
"3184","2059",4,677.09
"3185","2059",5,666.89
"3186","2059",6,764.92
"3187","2059",7,758.82
"3188","2059",8,720.03
"3189","2059",9,676.05
"3190","2059",10,515.95
"3191","2059",11,405.58
"3192","2059",12,297.4
"3193","2060",1,351.31
"3194","2060",2,462.29
"3195","2060",3,534.35
"3196","2060",4,609.65
"3197","2060",5,702.78
"3198","2060",6,693.84
"3199","2060",7,753.72
"3200","2060",8,721.58
"3201","2060",9,610.21
"3202","2060",10,587.8
"3203","2060",11,311.19
"3204","2060",12,284.23
"3205","2061",1,361.95
"3206","2061",2,361.17
"3207","2061",3,531.66
"3208","2061",4,609.34
"3209","2061",5,732.19
"3210","2061",6,693.81
"3211","2061",7,747.37
"3212","2061",8,670.2
"3213","2061",9,645.01
"3214","2061",10,550.01
"3215","2061",11,365.48
"3216","2061",12,349.16
"3217","2062",1,382.4
"3218","2062",2,353.69
"3219","2062",3,559.92
"3220","2062",4,670.47
"3221","2062",5,662.76
"3222","2062",6,708.68
"3223","2062",7,751.62
"3224","2062",8,744.32
"3225","2062",9,624.32
"3226","2062",10,402.14
"3227","2062",11,312.86
"3228","2062",12,289.37
"3229","2063",1,353.88
"3230","2063",2,370.24
"3231","2063",3,510.87
"3232","2063",4,556.53
"3233","2063",5,617.4
"3234","2063",6,736.89
"3235","2063",7,752.7
"3236","2063",8,689.95
"3237","2063",9,671.01
"3238","2063",10,515.61
"3239","2063",11,279.21
"3240","2063",12,287.49
"3241","2064",1,376.01
"3242","2064",2,474.91
"3243","2064",3,582.61
"3244","2064",4,599.98
"3245","2064",5,748.74
"3246","2064",6,761.19
"3247","2064",7,752.37
"3248","2064",8,700.71
"3249","2064",9,674.29
"3250","2064",10,527.89
"3251","2064",11,253.19
"3252","2064",12,333.49
"3253","2065",1,427.74
"3254","2065",2,491.37
"3255","2065",3,519.47
"3256","2065",4,657.28
"3257","2065",5,693.72
"3258","2065",6,744.91
"3259","2065",7,753.1
"3260","2065",8,698.54
"3261","2065",9,683.6
"3262","2065",10,559.98
"3263","2065",11,354.37
"3264","2065",12,323.63
"3265","2066",1,373.07
"3266","2066",2,510.14
"3267","2066",3,543.19
"3268","2066",4,601.84
"3269","2066",5,754.82
"3270","2066",6,770.44
"3271","2066",7,759.69
"3272","2066",8,745.58
"3273","2066",9,631.29
"3274","2066",10,561.28
"3275","2066",11,355.04
"3276","2066",12,307.45
"3277","2067",1,344.83
"3278","2067",2,389.51
"3279","2067",3,498.9
"3280","2067",4,634.79
"3281","2067",5,720.35
"3282","2067",6,723.12
"3283","2067",7,749.86
"3284","2067",8,741.56
"3285","2067",9,651.64
"3286","2067",10,497.66
"3287","2067",11,274.9
"3288","2067",12,323.1
"3289","2068",1,417.68
"3290","2068",2,477.88
"3291","2068",3,570.58
"3292","2068",4,565.53
"3293","2068",5,698.05
"3294","2068",6,726.22
"3295","2068",7,750.08
"3296","2068",8,700.77
"3297","2068",9,619.74
"3298","2068",10,527
"3299","2068",11,309.39
"3300","2068",12,273.01
"3301","2069",1,396.8
"3302","2069",2,427.31
"3303","2069",3,565.93
"3304","2069",4,566.98
"3305","2069",5,696.9
"3306","2069",6,721.11
"3307","2069",7,670.26
"3308","2069",8,671.62
"3309","2069",9,627.48
"3310","2069",10,586.84
"3311","2069",11,300.67
"3312","2069",12,330.13
"3313","2070",1,355.05
"3314","2070",2,432.09
"3315","2070",3,506.81
"3316","2070",4,576.74
"3317","2070",5,648.27
"3318","2070",6,708.54
"3319","2070",7,721.6
"3320","2070",8,741.02
"3321","2070",9,673.87
"3322","2070",10,405.78
"3323","2070",11,258.73
"3324","2070",12,284.5
"3325","2071",1,389.98
"3326","2071",2,404.89
"3327","2071",3,500.47
"3328","2071",4,629.28
"3329","2071",5,718.83
"3330","2071",6,720.99
"3331","2071",7,698.07
"3332","2071",8,706.35
"3333","2071",9,637.94
"3334","2071",10,560.42
"3335","2071",11,343.55
"3336","2071",12,273.37
"3337","2072",1,360.38
"3338","2072",2,378.15
"3339","2072",3,536.48
"3340","2072",4,605.45
"3341","2072",5,751.93
"3342","2072",6,775.97
"3343","2072",7,736.54
"3344","2072",8,704.93
"3345","2072",9,702.43
"3346","2072",10,588.71
"3347","2072",11,357
"3348","2072",12,279.61
"3349","2073",1,361.9
"3350","2073",2,462.6
"3351","2073",3,549.71
"3352","2073",4,507.83
"3353","2073",5,685.57
"3354","2073",6,735.87
"3355","2073",7,679.4
"3356","2073",8,683.92
"3357","2073",9,654
"3358","2073",10,517.71
"3359","2073",11,246.43
"3360","2073",12,219.95
"3361","2074",1,387.11
"3362","2074",2,496.6
"3363","2074",3,586.2
"3364","2074",4,651.58
"3365","2074",5,697.01
"3366","2074",6,747.92
"3367","2074",7,746.56
"3368","2074",8,712.63
"3369","2074",9,651.5
"3370","2074",10,535.39
"3371","2074",11,376.34
"3372","2074",12,290.47
"3373","2075",1,325.46
"3374","2075",2,413.31
"3375","2075",3,491.29
"3376","2075",4,645.09
"3377","2075",5,750.07
"3378","2075",6,752.87
"3379","2075",7,732.41
"3380","2075",8,743.37
"3381","2075",9,661.45
"3382","2075",10,563.2
"3383","2075",11,347.95
"3384","2075",12,204.63
"3385","2076",1,365.4
"3386","2076",2,449.68
"3387","2076",3,474.94
"3388","2076",4,574.23
"3389","2076",5,690.86
"3390","2076",6,743.52
"3391","2076",7,732.44
"3392","2076",8,701.04
"3393","2076",9,680.9
"3394","2076",10,516.62
"3395","2076",11,374.01
"3396","2076",12,248.08
"3397","2077",1,278.96
"3398","2077",2,457.65
"3399","2077",3,529.11
"3400","2077",4,622.99
"3401","2077",5,706.7
"3402","2077",6,766.43
"3403","2077",7,719.13
"3404","2077",8,709.07
"3405","2077",9,678.38
"3406","2077",10,515.5
"3407","2077",11,474.96
"3408","2077",12,274.99
"3409","2078",1,375.81
"3410","2078",2,419.35
"3411","2078",3,468.01
"3412","2078",4,670.39
"3413","2078",5,696.2
"3414","2078",6,737.85
"3415","2078",7,759.27
"3416","2078",8,706.06
"3417","2078",9,643.5
"3418","2078",10,389.09
"3419","2078",11,338.45
"3420","2078",12,289.45
"3421","2079",1,350.11
"3422","2079",2,307.53
"3423","2079",3,521.31
"3424","2079",4,649.36
"3425","2079",5,711.28
"3426","2079",6,699.4
"3427","2079",7,701.59
"3428","2079",8,709.28
"3429","2079",9,642.4
"3430","2079",10,577.16
"3431","2079",11,361.11
"3432","2079",12,285.05
"3433","2080",1,395.57
"3434","2080",2,485.42
"3435","2080",3,521.77
"3436","2080",4,642.1
"3437","2080",5,736.89
"3438","2080",6,766.96
"3439","2080",7,749.92
"3440","2080",8,648.42
"3441","2080",9,667.55
"3442","2080",10,527.51
"3443","2080",11,421.99
"3444","2080",12,289.83
"3445","2081",1,353.25
"3446","2081",2,449.93
"3447","2081",3,488.64
"3448","2081",4,659.78
"3449","2081",5,727.37
"3450","2081",6,773.86
"3451","2081",7,751.42
"3452","2081",8,697.06
"3453","2081",9,639.1
"3454","2081",10,543.19
"3455","2081",11,383.72
"3456","2081",12,312.64
"3457","2082",1,269.03
"3458","2082",2,457.24
"3459","2082",3,460.25
"3460","2082",4,642.8
"3461","2082",5,705.12
"3462","2082",6,709.38
"3463","2082",7,725.14
"3464","2082",8,736.71
"3465","2082",9,677.08
"3466","2082",10,602.87
"3467","2082",11,295.48
"3468","2082",12,274
"3469","2083",1,393.78
"3470","2083",2,435.41
"3471","2083",3,512.31
"3472","2083",4,634.96
"3473","2083",5,751.06
"3474","2083",6,765.74
"3475","2083",7,753.56
"3476","2083",8,681.61
"3477","2083",9,657.31
"3478","2083",10,557.28
"3479","2083",11,385.23
"3480","2083",12,243.6
"3481","2084",1,333.47
"3482","2084",2,407.65
"3483","2084",3,489.1
"3484","2084",4,607.37
"3485","2084",5,721.58
"3486","2084",6,747.59
"3487","2084",7,571.54
"3488","2084",8,596.87
"3489","2084",9,608.76
"3490","2084",10,547.19
"3491","2084",11,364.99
"3492","2084",12,253.54
"3493","2085",1,370.1
"3494","2085",2,394.02
"3495","2085",3,538.62
"3496","2085",4,650.41
"3497","2085",5,722.25
"3498","2085",6,726.92
"3499","2085",7,735
"3500","2085",8,677.39
"3501","2085",9,700.48
"3502","2085",10,551.57
"3503","2085",11,345.27
"3504","2085",12,323.81
"3505","2086",1,282.22
"3506","2086",2,396.54
"3507","2086",3,532.99
"3508","2086",4,655.96
"3509","2086",5,627.21
"3510","2086",6,755.99
"3511","2086",7,730.75
"3512","2086",8,684.44
"3513","2086",9,636.4
"3514","2086",10,538.06
"3515","2086",11,353.37
"3516","2086",12,244.79
"3517","2087",1,364.64
"3518","2087",2,438.44
"3519","2087",3,505.24
"3520","2087",4,698.25
"3521","2087",5,711.76
"3522","2087",6,758.99
"3523","2087",7,742.28
"3524","2087",8,737.88
"3525","2087",9,675.44
"3526","2087",10,508.99
"3527","2087",11,346.64
"3528","2087",12,347.98
"3529","2088",1,319.86
"3530","2088",2,492.31
"3531","2088",3,520.17
"3532","2088",4,709.11
"3533","2088",5,740.97
"3534","2088",6,735.36
"3535","2088",7,742.32
"3536","2088",8,671.66
"3537","2088",9,689.84
"3538","2088",10,535.77
"3539","2088",11,332.44
"3540","2088",12,300.07
"3541","2089",1,359.29
"3542","2089",2,462.39
"3543","2089",3,532.68
"3544","2089",4,586.4
"3545","2089",5,648.44
"3546","2089",6,722.14
"3547","2089",7,750.88
"3548","2089",8,706.22
"3549","2089",9,623.24
"3550","2089",10,568.67
"3551","2089",11,422.17
"3552","2089",12,323.07
"3553","2090",1,358.54
"3554","2090",2,416.66
"3555","2090",3,493.76
"3556","2090",4,618.13
"3557","2090",5,676.2
"3558","2090",6,711.1
"3559","2090",7,739.7
"3560","2090",8,678.24
"3561","2090",9,683.52
"3562","2090",10,541.01
"3563","2090",11,317.58
"3564","2090",12,254.39
"3565","2091",1,395.72
"3566","2091",2,465.62
"3567","2091",3,539.91
"3568","2091",4,679.31
"3569","2091",5,662.17
"3570","2091",6,721.58
"3571","2091",7,772.43
"3572","2091",8,731.58
"3573","2091",9,643.02
"3574","2091",10,577.84
"3575","2091",11,448.78
"3576","2091",12,359.57
"3577","2092",1,362.71
"3578","2092",2,368.78
"3579","2092",3,525.4
"3580","2092",4,669.05
"3581","2092",5,635.66
"3582","2092",6,747.05
"3583","2092",7,755.82
"3584","2092",8,627.04
"3585","2092",9,603.87
"3586","2092",10,516.31
"3587","2092",11,270.33
"3588","2092",12,311.8
"3589","2093",1,369.4
"3590","2093",2,395.68
"3591","2093",3,523.81
"3592","2093",4,663.15
"3593","2093",5,722.99
"3594","2093",6,760.66
"3595","2093",7,753.66
"3596","2093",8,667.1
"3597","2093",9,632.06
"3598","2093",10,536.83
"3599","2093",11,307.7
"3600","2093",12,306.05
"3601","2094",1,340.8
"3602","2094",2,416.71
"3603","2094",3,526.54
"3604","2094",4,610.79
"3605","2094",5,703.54
"3606","2094",6,732.87
"3607","2094",7,682.03
"3608","2094",8,738.88
"3609","2094",9,667.41
"3610","2094",10,558.3
"3611","2094",11,320.87
"3612","2094",12,255.95
"3613","2095",1,363.11
"3614","2095",2,209.96
"3615","2095",3,556.53
"3616","2095",4,512.45
"3617","2095",5,657.62
"3618","2095",6,675.64
"3619","2095",7,706.84
"3620","2095",8,695.67
"3621","2095",9,684.16
"3622","2095",10,528.15
"3623","2095",11,339.06
"3624","2095",12,209.21
"3625","2096",1,333.74
"3626","2096",2,336.64
"3627","2096",3,447.79
"3628","2096",4,653.22
"3629","2096",5,732.81
"3630","2096",6,718.66
"3631","2096",7,690.26
"3632","2096",8,669.7
"3633","2096",9,599.35
"3634","2096",10,545.79
"3635","2096",11,358.42
"3636","2096",12,290.58
"3637","2097",1,335.47
"3638","2097",2,544.84
"3639","2097",3,563.21
"3640","2097",4,660.37
"3641","2097",5,682.18
"3642","2097",6,739.69
"3643","2097",7,738.37
"3644","2097",8,717.77
"3645","2097",9,701.91
"3646","2097",10,583.15
"3647","2097",11,393.14
"3648","2097",12,308.81
"3649","2098",1,385.42
"3650","2098",2,434.07
"3651","2098",3,570.34
"3652","2098",4,648.38
"3653","2098",5,647.98
"3654","2098",6,733.03
"3655","2098",7,756.53
"3656","2098",8,707.05
"3657","2098",9,698.22
"3658","2098",10,579.55
"3659","2098",11,315.17
"3660","2098",12,239.88
"3661","2099",1,355.74
"3662","2099",2,408.92
"3663","2099",3,515.68
"3664","2099",4,625.55
"3665","2099",5,718.68
"3666","2099",6,714.48
"3667","2099",7,773.97
"3668","2099",8,699.89
"3669","2099",9,630.28
"3670","2099",10,581.28
"3671","2099",11,436.81
"3672","2099",12,255.71
"3673","2100",1,84.22
"3674","2100",2,99.61
"3675","2100",3,139.5
"3676","2100",4,197.32
"3677","2100",5,264.72
"3678","2100",6,261.23
"3679","2100",7,315.18
"3680","2100",8,249.48
"3681","2100",9,200.28
"3682","2100",10,171.59
"3683","2100",11,108.77
"3684","2100",12,61.42
"1100","2100",1,353.0673
"253","2100",2,421.3027
"310","2100",3,517.6357
"410","2100",4,632.016
"510","2100",5,699.64
"610","2100",6,736.9017
"710","2100",7,728.3143
"810","2100",8,696.295
"910","2100",9,658.179
"1010","2100",10,539.963
"1110","2100",11,354.5897
"1210","2100",12,278.5127
"13","2101",1,353.0673
"14","2101",2,421.3027
"15","2101",3,517.6357
"16","2101",4,632.016
"17","2101",5,699.64
"18","2101",6,736.9017
"19","2101",7,728.3143
"20","2101",8,696.295
"21","2101",9,658.179
"22","2101",10,539.963
"23","2101",11,354.5897
"24","2101",12,278.5127
"25","2102",1,353.0673
"26","2102",2,421.3027
"27","2102",3,517.6357
"28","2102",4,632.016
"29","2102",5,699.64
"30","2102",6,736.9017
"31","2102",7,728.3143
"32","2102",8,696.295
"33","2102",9,658.179
"34","2102",10,539.963
"35","2102",11,354.5897
"36","2102",12,278.5127
"37","2103",1,353.0673
"38","2103",2,421.3027
"39","2103",3,517.6357
"40","2103",4,632.016
"41","2103",5,699.64
"42","2103",6,736.9017
"43","2103",7,728.3143
"44","2103",8,696.295
"45","2103",9,658.179
"46","2103",10,539.963
"47","2103",11,354.5897
"48","2103",12,278.5127
"49","2104",1,353.0673
"50","2104",2,421.3027
"51","2104",3,517.6357
"52","2104",4,632.016
"53","2104",5,699.64
"54","2104",6,736.9017
"55","2104",7,728.3143
"56","2104",8,696.295
"57","2104",9,658.179
"58","2104",10,539.963
"59","2104",11,354.5897
"60","2104",12,278.5127
"61","2105",1,353.0673
"62","2105",2,421.3027
"63","2105",3,517.6357
"64","2105",4,632.016
"65","2105",5,699.64
"66","2105",6,736.9017
"67","2105",7,728.3143
"68","2105",8,696.295
"69","2105",9,658.179
"70","2105",10,539.963
"71","2105",11,354.5897
"72","2105",12,278.5127
"73","2106",1,353.0673
"74","2106",2,421.3027
"75","2106",3,517.6357
"76","2106",4,632.016
"77","2106",5,699.64
"78","2106",6,736.9017
"79","2106",7,728.3143
"80","2106",8,696.295
"81","2106",9,658.179
"82","2106",10,539.963
"83","2106",11,354.5897
"84","2106",12,278.5127
"85","2107",1,353.0673
"86","2107",2,421.3027
"87","2107",3,517.6357
"88","2107",4,632.016
"89","2107",5,699.64
"90","2107",6,736.9017
"91","2107",7,728.3143
"92","2107",8,696.295
"93","2107",9,658.179
"94","2107",10,539.963
"95","2107",11,354.5897
"96","2107",12,278.5127
"97","2108",1,353.0673
"98","2108",2,421.3027
"99","2108",3,517.6357
"100","2108",4,632.016
"101","2108",5,699.64
"102","2108",6,736.9017
"103","2108",7,728.3143
"104","2108",8,696.295
"105","2108",9,658.179
"106","2108",10,539.963
"107","2108",11,354.5897
"108","2108",12,278.5127
"109","2109",1,353.0673
"110","2109",2,421.3027
"111","2109",3,517.6357
"112","2109",4,632.016
"113","2109",5,699.64
"114","2109",6,736.9017
"115","2109",7,728.3143
"116","2109",8,696.295
"117","2109",9,658.179
"118","2109",10,539.963
"119","2109",11,354.5897
"120","2109",12,278.5127
"121","2110",1,353.0673
"122","2110",2,421.3027
"123","2110",3,517.6357
"124","2110",4,632.016
"125","2110",5,699.64
"126","2110",6,736.9017
"127","2110",7,728.3143
"128","2110",8,696.295
"129","2110",9,658.179
"130","2110",10,539.963
"131","2110",11,354.5897
"132","2110",12,278.5127
"133","2111",1,353.0673
"134","2111",2,421.3027
"135","2111",3,517.6357
"136","2111",4,632.016
"137","2111",5,699.64
"138","2111",6,736.9017
"139","2111",7,728.3143
"140","2111",8,696.295
"141","2111",9,658.179
"142","2111",10,539.963
"143","2111",11,354.5897
"144","2111",12,278.5127
"145","2112",1,353.0673
"146","2112",2,421.3027
"147","2112",3,517.6357
"148","2112",4,632.016
"149","2112",5,699.64
"150","2112",6,736.9017
"151","2112",7,728.3143
"152","2112",8,696.295
"153","2112",9,658.179
"154","2112",10,539.963
"155","2112",11,354.5897
"156","2112",12,278.5127
"157","2113",1,353.0673
"158","2113",2,421.3027
"159","2113",3,517.6357
"160","2113",4,632.016
"161","2113",5,699.64
"162","2113",6,736.9017
"163","2113",7,728.3143
"164","2113",8,696.295
"165","2113",9,658.179
"166","2113",10,539.963
"167","2113",11,354.5897
"168","2113",12,278.5127
"169","2114",1,353.0673
"170","2114",2,421.3027
"171","2114",3,517.6357
"172","2114",4,632.016
"173","2114",5,699.64
"174","2114",6,736.9017
"175","2114",7,728.3143
"176","2114",8,696.295
"177","2114",9,658.179
"178","2114",10,539.963
"179","2114",11,354.5897
"180","2114",12,278.5127
"181","2115",1,353.0673
"182","2115",2,421.3027
"183","2115",3,517.6357
"184","2115",4,632.016
"185","2115",5,699.64
"186","2115",6,736.9017
"187","2115",7,728.3143
"188","2115",8,696.295
"189","2115",9,658.179
"190","2115",10,539.963
"191","2115",11,354.5897
"192","2115",12,278.5127
"193","2116",1,353.0673
"194","2116",2,421.3027
"195","2116",3,517.6357
"196","2116",4,632.016
"197","2116",5,699.64
"198","2116",6,736.9017
"199","2116",7,728.3143
"200","2116",8,696.295
"201","2116",9,658.179
"202","2116",10,539.963
"203","2116",11,354.5897
"204","2116",12,278.5127
"205","2117",1,353.0673
"206","2117",2,421.3027
"207","2117",3,517.6357
"208","2117",4,632.016
"209","2117",5,699.64
"210","2117",6,736.9017
"211","2117",7,728.3143
"212","2117",8,696.295
"213","2117",9,658.179
"214","2117",10,539.963
"215","2117",11,354.5897
"216","2117",12,278.5127
"217","2118",1,353.0673
"218","2118",2,421.3027
"219","2118",3,517.6357
"220","2118",4,632.016
"221","2118",5,699.64
"222","2118",6,736.9017
"223","2118",7,728.3143
"224","2118",8,696.295
"225","2118",9,658.179
"226","2118",10,539.963
"227","2118",11,354.5897
"228","2118",12,278.5127
"229","2119",1,353.0673
"230","2119",2,421.3027
"231","2119",3,517.6357
"232","2119",4,632.016
"233","2119",5,699.64
"234","2119",6,736.9017
"235","2119",7,728.3143
"236","2119",8,696.295
"237","2119",9,658.179
"238","2119",10,539.963
"239","2119",11,354.5897
"240","2119",12,278.5127
"241","2120",1,353.0673
"242","2120",2,421.3027
"243","2120",3,517.6357
"244","2120",4,632.016
"245","2120",5,699.64
"246","2120",6,736.9017
"247","2120",7,728.3143
"248","2120",8,696.295
"249","2120",9,658.179
"250","2120",10,539.963
"251","2120",11,354.5897
"252","2120",12,278.5127
